Operating profit margin increased from 11.2 % to 11.7 % .	1
Operating profit rose to EUR 3.11 mn from EUR 1.22 mn in the corresponding period in 2009 .	1
Operating profit rose to EUR 5mn from EUR 2.8 mn in the fourth quarter of 2008 .	1
Operating profit was EUR 24.5 mn , up from EUR 23.0 mn .	1
Ramirent 's net sales in the second quarterended June 30 were EURO 128.7 million about U.S. $ 163 million , a 3.3-percent increase compared with EURO 124.6 million for thesecond quarter last year .	1
Revenue grew by 2 percent to  x20ac 580 million $ 743 million , from  x20ac 569 million .	1
Ruukki 's delivery volumes and selling prices showed favourable development and the company 's comparable net sales grew by 50 % year-on-year to EUR647m , CEO Sakari Tamminen said .	1
The company 's consolidated operating profit amounted to EUR 15.86 mn , up from EUR 4.14 mn year-on-year .	1
The Department Store Division reported an increase in sales of 4 per cent .	1
The fair value of the company 's investment properties grew to EUR 2.803 billion at the end of March 2009 from EUR 2.691 million a year ago .	1
The last quarter was the best quarter of 2009 in net sales , and the operating margin rose to 12.2 % .	1
The major breweries increased their domestic beer sales by 4.5 per cent last year , to 256.88 million litres from 245.92 million litres in 2004 .	1
- Operating profit rose by 26.9 % to EUR 105.8 ( 83.4 ) million .	1
21 October 2010 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR18 .9 m for the first nine months of 2010 from EUR15 .1 m for the same period a year earlier .	1
According to Finnish Metso Minerals , the value of the company 's orders has gone up to EUR 1.9 bn in 12 months .	1
Finnish Bank of +àland reports its operating profit rose to EUR 21.3 mn in the second quarter of 2009 from EUR 6.1 mn in the corresponding period in 2008 .	1
Finnish financial group Aktia 's operating profit for 2009 increased to EUR 47.0 mn from EUR 6.6 mn in 2008 .	1
Finnish forest machinery manufacturer Ponsse 's net sales grew to EUR 51.3 mn in the first quarter of 2010 from EUR 37.5 mn in the corresponding period in 2009 .	1
Finnish KCI Konecranes has raised its net sales growth estimate for 2006 from over 25 % to over 35 % .	1
According to HKScan Finland , the plan is to increase J+ñrvi-Suomen Portti 's net sales to EUR 80mn to EUR 100mn .	1
Advertising and circulation revenues grew by 3.4 % and by 0.4 % , respectively .	1
At the end of March 2007 , the group 's order book was at EUR 39.6 mn , up 42 % from the corresponding period in 2006 .	1
At the same time profit of the company increased by 10 % in H1 and reached Ls 79,000 .	1
Both operating profit and net sales for the 12-month period increased , respectively from EUR10 .5 m and EUR28 .8 m , as compared to the financial year 2004 .	1
Both operating profit and net sales for the 12-month period increased , respectively from EUR20 .8 m and EUR177 .7 m , as compared to the financial year 2004 .	1
Both operating profit and net sales for the 12-month period increased , respectively from EUR21 .5 m and EUR196 .1 m , as compared to 2005 .	1
Both operating profit and net sales for the 12-month period increased , respectively from EUR4 .7 m and EUR26 .7 m , as compared to 2004 .	1
Both operating profit and net sales for the nine-month period increased , respectively by 26.6 % and 3.4 % , as compared to the corresponding period in 2006 .	1
Both operating profit and net sales for the six-month period increased , respectively , from EUR13 .8 m and EUR143 .6 m , as compared to the corresponding period in 2007 .	1
Both operating profit and net sales for the six-month period increased , respectively from EUR0 .4 m and EUR3 .2 m , as compared to the corresponding period in 2005 .	1
Both operating profit and net sales for the six-month period increased , respectively from EUR18 .1 m and EUR127 .6 m , as compared to the corresponding period in 2006 .	1
Both operating profit and net sales for the six-month period increased , respectively from EUR7 .5 m and EUR655 .5 m , as compared to the corresponding period in 2005 .	1
Both operating profit and net sales for the three-month period increased , respectively from EUR15 .1 m and EUR131 .5 m , as compared to the corresponding period in 2005 .	1
Both operating profit and net sales for the three-month period increased , respectively from EUR16 .0 m and EUR139m , as compared to the corresponding quarter in 2006 .	1
Both operating profit and sales for the three-month period increased , respectively from EUR0 .3 m and EUR13 .1 m , as compared to the corresponding period in 2005 .	1
Both operating profit and turnover for the nine-month period increased , respectively from EUR2 .4 m and EUR43 .8 m , as compared to the corresponding period a year ago .	1
Both operating profit and turnover for the six-month period increased , respectively , from EUR17 .6 m and EUR1149 .9 m , as compared to the corresponding period in 2007 .	1
Both operating profit and turnover for the six-month period increased , respectively from EUR0 .1 m and EUR29 .0 m , as compared to the corresponding period a year ago .	1
Cargo volume increased by approximately 5 % .	1
comparable operating profit totaled EUR 854mn , up from EUR 730mn in 2004 .	1
Digia said its consolidated net sales for January-June 2010 were EUR67 .8 m , up 9.7 % on the same period in 2009 ( EUR61 .9 m ) .	1
Diluted earnings per share ( EPS ) rose to EUR 0.29 from EUR 0.05 .	1
Diluted earnings per share ( EPS ) rose to EUR 0.52 versus EUR 0.09 .	1
Diluted earnings per share ( EPS ) rose to EUR 1.05 from EUR 0.64 .	1
Diluted earnings per share ( EPS ) rose to EUR 3.68 from EUR 0.50 .	1
Diluted EPS rose to EUR3 .68 from EUR0 .50 .	1
EBIT margin was up from 1.4 % to 5.1 % .	1
EPS from continuing operations came in at 0.30 eur , up from 0.17 .	1
Equity ratio was 60.9 % compared to 54.2 % In the third quarter of 2007 , net sales of the Frozen Foods Business totaled EUR 11.0 , up by about 5 % from the third quarter of 2006 .	1
EUR928 ,000 in Q1 2010 6 May 2010 - Finnish textile and clothing design company Marimekko Oyj ( HEL : MMO1V ) said today its net profit rose to EUR928 ,000 in the first quarter of 2010 from EUR13 ,000 in the corresponding period a year earlier .	1
Finland-based Elcoteq SE , a privately held provider of electronics manufacturing services to communications companies , said Thursday it signed a long-term manufacturing supply deal with communications equipment company Andrew Corp. .	1
Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit rose to EUR 24.1 million ( USD 33.6 m ) in the third quarter of 2010 from EUR 17.9 million a year earlier .	1
Finnish department store chain Stockmann Oyj Abp net profit rose to 39.8 mln euro ( $ 56.8 mln ) for the first nine months of 2007 from 37.4 mln euro ( $ 53.4 mln ) for the same period of 2006 .	1
Finnish lifting equipment maker Konecranes Oyj said on July 30 , 2008 that its net profit rose to 71.2 mln euro ( $ 111.1 mln ) for the first half of 2008 from 57.1 mln euro ( $ 89.1 mln ) for the same period of 2007 .	1
Finnish metal industry solutions supplier Outotec Oyj net profit rose to 50.4 mln euro ( $ 72.5 mln ) for the first nine months of 2007 from 20.1 mln euro ( $ 28.9 mln ) for the same period of 2006 .	1
Finnish metal products company Componenta Oyj net profit rose to 26.1 mln euro ( $ 35.9 mln ) for the first quarter of 2007 from 5.3 mln euro ( $ 7.3 mln ) for the same period of 2006 .	1
Finnish office supplies and computer accessories dealer Beltton-Group Plc said its net profit rose to 1.3 mln euro ( $ 1.7 mln ) in 2006 from 1.13 mln euro ( $ 1.5 mln ) in 2005 .	1
Finnish security and privacy software solutions developer Stonesoft Oyj said on January 7 , 2008 that the preliminary sales of its StoneGate products grew by 59 pct year-on-year to 3.6 mln euro ( $ 5.3 mln ) for the fourth quarter of 2007 .	1
Finnish silicon wafer technology company Okmetic Oyj ( OMX Helsinki : OKM1V ) reported on Thursday ( 7 August ) an operating profit of EUR5 .3 m for the period January-June 2008 , up from EUR3 .3 m in the corresponding period in 2007 .	1
Finnish software developer Done Solutions Oyj said its net profit increased to 3.5 mln euro ( $ 4.6 mln ) in 2006 from 2.3 mln euro ( $ 3.0 mln ) in 2005 .	1
First quarter underlying operating profit rose to 41 mln eur from 33 mln a year earlier .	1
For the first nine months of 2010 , the company 's net profit rose to EUR41m from EUR30m for the corresponding period of 2009 .	1
HELSINKI ( AFX ) - Retail and wholesale group Kesko reported net sales of 659.4 mln eur for February , an increase of 10.8 pct year-on-year .	1
However , net sales in 2010 are seen to have grown to EUR598 .3 m from EUR582 .3 m in 2009 .	1
However , sales returned to growth in April-June 2010 , CEO Pekka Eloholma said .	1
Ragutis , which is controlled by the Finnish brewery , reported a 5.4-per-cent rise in beer sales to 10.44 million litres and held an 11.09-per-cent market share .	1
Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 4.7-per-cent growth in beer sales for January-May to 46.22 million litres .	1
In December alone , the members of the Lithuanian Brewers ' Association sold a total of 20.3 million liters of beer , an increase of 1.9 percent from the sales of 19.92 million liters in December 2004 .	1
In January-September 2009 , the Group 's net interest income increased to EUR 112.4 mn from EUR 74.3 mn in January-September 2008 .	1
In Q1 of 2010 , Bank of +àland 's net interest income increased from EUR 9.1 mn to EUR 9.7 mn .	1
In Sweden , operating profit for the period under review totaled EUR 3.4 mn , up 30.8 % from the corresponding period in 2005 .	1
In the fourth quarter of 2009 , Orion 's net profit went up by 33.8 % year-on-year to EUR33m .	1
In the second quarter of 2010 , the group 's net profit rose to EUR 3.1 million from EUR 2.5 million in April-June 2009 .	1
In the second quarter of 2010 , the group 's net profit rose to EUR3 .1 m from EUR2 .5 m in April-June 2009 .	1
In the third quarter , net sales increased by 12 % year-on-year to EUR 159.5 million , or by 6 % at comparable currency rates growth .	1
In the third quarter , net sales increased by 12 % year-on-year to EUR159 .5 m , or by 6 % at comparable currency rates growth .	1
Its market share widened to 48.51 percent from 48.31 percent a year earlier .	1
Kesko Agro Eesti , the retailer and wholesaler of grain , agricultural and warehousing machinery and accessories , had net sales of 81 million euros in 2007 , an increase by one-tenth over the preceding year .	1
Kesko 's car import and retailing business , VV-Auto , saw sales grow by 17.1 pct .	1
Kone 's net sales rose by some 14 % year-on-year in the first nine months of 2008 .	1
( ADP News ) - Feb 11 , 2009 - Finnish management software solutions provider Ixonos Oyj ( HEL : XNS1V ) said today its net profit rose to EUR 3.5 million ( USD 4.5 m ) for 2008 from EUR 3.1 million for 2007 .	1
( ADP News ) - Feb 12 , 2009 - Finnish IT solutions provider Affecto Oyj ( HEL : AFE1V ) said today its net profit rose to EUR 8.5 million ( USD 11m ) in 2008 from EUR 7 million in 2007 .	1
( ADP News ) - Feb 6 , 2009 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR 19.2 million ( USD 24.6 m ) for 2008 from EUR 17.5 million for 2007 .	1
( ADP News ) - Nov 5 , 2008 - Finnish electronic measurement products and solutions maker Vaisala Oyj ( OMX : VAIAS ) said today that its net profit rose to EUR 18 million ( USD 23.1 m ) for the first nine months of 2008 from EUR 1	1
( ADP News ) - Oct 29 , 2008 - Finnish lifting equipment maker Konecranes Oyj ( OMX : KCR1V ) said today that its net profit rose to EUR 116.6 million ( USD 149.1 m ) in the first nine months of 2008 from EUR 73.6 million for the s	1
Metso expects its net sales to increase by about 10 % in 2008 , at comparable exchange rates .	1
Net interest income increased by 4.5 % to EUR 31.4 mn from EUR 30.0 mn in 2004 .	1
Net interest income was EUR 152.2 mn , up from EUR 101.0 mn in 2008 .	1
Net interest income was EUR 39.3 mn , up from EUR 32.7 mn .	1
Net sales of the Vegetable Oil Business rose to EUR 10.6 mn from EUR 10.1 mn .	1
Nokia Multimedia 's net sales totaled EUR 5.7 bn , up 45 % from the corresponding period in 2005 .	1
Operating income rose to EUR 696.4 mn from EUR 600.3 mn in 2009 .	1
Operating profit of Kauppalehti group rose to EUR 1.5 mn from EUR 1.3 mn , and that of Marketplaces to EUR 1.3 mn from EUR 1.0 mn in the third quarter of 2006 .	1
Operating profit rose from EUR 1.94 mn to EUR 2.45 mn .	1
Operating profit rose to 22.1 mln eur from 19.9 mln .	1
Operating profit rose to EUR 1.6 mn from EUR 1.1 mn in the corresponding period in 2006 .	1
Operating profit rose to EUR 103.4 mn from EUR 23.2 in the corresponding period in 2006 .	1
Operating profit rose to EUR 13.5 mn from EUR 9.7 mn in the corresponding period in 2006 .	1
Operating profit rose to EUR 26.7 mn from EUR 14.9 mn in the corresponding period in 2006 .	1
Operating profit rose to EUR 27.8 mn from EUR 17.5 mn in 2008 .	1
Operating profit rose to EUR 3.2 mn from EUR 1.0 mn in the corresponding period in 2008 .	1
Operating profit rose to EUR 4.7 mn from EUR 3.6 mn .	1
Operating profit rose to EUR 4.7 mn from EUR 4.6 mn .	1
Operating profit rose to EUR 9.2 mn from EUR 6.8 mn in the corresponding period in 2007 .	1
Operating profit rose to EUR2 .4 m from EUR1 .6 m year earlier .	1
Operating profit surged to EUR21m from EUR106 ,000 .	1
Operating profit totaled EUR 37,7 mn , up slightly from EUR 37.2 mn in the corresponding period in 2006 .	1
Operating profit totaled EUR 5.5 mn , up from EUR -0.7 mn .	1
Operating profit was EUR 11.4 mn , up from EUR 7.5 mn .	1
Operating profit was EUR 139.7 mn , up 23 % from EUR 113.8 mn .	1
Order intake grew by 40 % year-on-year and 30 % year-on-year , respectively , to EUR 576 million and EUR 1.7 billion for the respective January-September and July-September 2010 periods .	1
Orders received grew by 55 % year-on-year to EUR732m .	1
Orion Pharma 's operating profit increased by 42.5 % from 2004 .	1
Passenger volumes rose by 8.4 % in the accounting period .	1
Passenger-related revenue rose by 5.1 % to EUR 460.8 mn from EUR 438.5 mn in 2009 .	1
Pretax profit rose to EUR 0.6 mn from EUR 0.4 mn in the corresponding period in 2005 .	1
Pretax profit rose to EUR 1,019 mn from EUR 1,007 in the corresponding period in 2005 .	1
Pretax profit rose to EUR 17.8 mn from EUR 14.9 mn in 2005 .	1
Pre-tax profit totaled EUR 397.4 mn , up from EUR 164.7 mn .	1
Profit for the period totaled EUR 39.4 mn , up from EUR 33.9 mn in the corresponding period in 2006 .	1
Profit for the period was EUR 5.9 mn , up from EUR 1.3 mn .	1
Profit for the period was EUR 9.8 mn , up from EUR 6.0 mn in 2004 .	1
Revenue grew 12 percent to (  x20ac ) 3.6 billion ( US$ 4.5 billion ) .	1
Revenue in July to September grew 14 percent to ( EURO ) 467 million from a year earlier , the company said Thursday .	1
Revenues at the same time grew 14 percent to 43 million euros .	1
Sales in Latin America increased by 42 % to EUR 432mn , and a total of 8.7 mn mobile devices were sold in the area , representing an increase of 32 % from the corresponding period in 2009 .	1
Sanoma Magazines Finland 's net sales grew to EUR 140.1 mn from EUR 131.8 mn .	1
Satama 's net profit for the third quarter of 2007 rose to 275,000 euro ( $ 395,000 ) from 270,000 euro ( $ 388,000 ) for the same period of 2006 .	1
Section : Regional News - The demand in Finnair 's Asian traffic , measured in passenger kilometers , was up 34.9 % in August compare to last year .	1
Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 6.1 percent growth in beer sales for January-September to 101.99 million liters .	1
That would be an increase from estimated sales of 117 million last year .	1
The chain posted sales of 298 million euros for full 2005 , a rise of 19.5 percent , year-on-year .	1
The company expects its net sales in 2008 to increase 5-10 % from 2007 .	1
The company 's operating income ( EBIT ) totalled EUR 0.0 mn , up from EUR -0.3 mn year-on-year .	1
The EPS outlook was increased by 5.6 pct for 2007 and 7.0 pct for 2008 .	1
The fair value of the investment properties totaled EUR 2,534.9 mn , up from EUR 2,455.1 mn in 2006 .	1
The Finnish government announced Wednesday that it sold a 32 percent stake in chemicals and fertilizer group Kemira Oyj for (  x20ac ) 655.6 million ( $ 890US million ) , sending the company 's share price up 6 percent .	1
The Helsinki-based company , which also owns the Salomon , Atomic and Suunto brands , said net profit rose 15 percent in the three months through Dec. 31 to (  x20ac ) 47 million ( $ 61US million ) , from (  x20ac ) 40.8 million a year earlier .	1
The operating profit for Grain Trading increased to EUR 2.0 mn from EUR 1.4 mn in 2005 .	1
The stock rose for a second day on Wednesday bringing its two-day rise to GBX12 .0 or 2.0 % .	1
The stock rose for a third day on Tuesday bringing its three-day rise to GBX10 .50 or 1.8 % .	1
The transactions would increase earnings per share in the first quarter by some EUR0 .28 .	1
Total operating revenue grew by 27.6 % year-on-year to EUR61m .	1
Vacon 's cash flow from operations grew to EUR 37.1 mn from EUR 21.9 mn a year ago .	1
`` BasWare 's product sales grew strongly in the financial period , by 24 percent .	1
1 February 2011 - Finnish textile and clothing company Marimekko Oyj HEL : MMO1V said today its preliminary operating profit grew to EUR8 .2 m in 2010 from EUR6 .3 m in 2009 .	1
Affecto expects its net sales for the whole 2010 to increase from the 2009 level when they reached EUR 103 million .	1
Cash flow from operations rose to EUR 52.7 mn from EUR 15.6 mn in 2007 .	1
Commission income rose by 25.7 % to EUR 16.1 mn from EUR 12.8 mn in 2004 .	1
Earnings per share for January-June 2010 were EUR0 .30 , an increase of 20 % year-on-year EUR0 .25 .	1
Earnings per share EPS rose to EUR 0.11 from EUR 0.03 .	1
Elisa said mobile subscriptions grew 7 percent during 2007 , mainly because of customers adopting so-called third generation mobile technology .	1
EPS for the quarter came in at 0.36 eur , up from 0.33 eur a year ago and ahead of forecast of 0.33 eur .	1
EPS grew to 0.04 eur from 0.02 eur .	1
Exports grew 16.5 percent to 19.1 million liters .	1
Finnish investment group Panostaja Oyj said its net profit went up to 8.6 mln euro $ 11.4 mln in fiscal 2005-06 , ended October 31 , 2006 , from 2.8 mln euro $ 3.7 mln in the same period of fiscal 2004-05 .	1
Finnish metal components supplier Componenta Oyj said its net profit went up to 3.5 mln euro $ 4.5 mln in 2006 from 2.2 mln euro $ 2.8 mln in 2005 .	1
Finnish silicon wafer technology company Okmetic Oyj OMX Helsinki : OKM1V reported on Thursday 30 October an operating profit of EUR7 .4 m for January-September 2008 , up from EUR6 .1 m in the corresponding period in 2007 .	1
Fiskars Brands report net sales of EUR 145.8 mn , up from EUR 138.4 mn .	1
However , the proportion of the paid standing orders grew in 2009 .	1
In January-September 2007 , the group 's net sales from continuing operations rose to EUR 213.1 mn from EUR 172.6 mn in the corresponding period in 2006 .	1
In July-September 2008 , YIT 's net sales increased to EUR 970.8 mn , compared to EUR 906.8 mn in the corresponding period in 2007 .	1
In the reporting period , net sales rose by 8 % year-on-year to EUR64 .3 m , due to the business acquisitions realized during the first half of 2008-09 , the effect of which was EUR10 .9 m in the review period .	1
In the reporting period , the company 's operating profit grew by 43.2 % to EUR 6 million .	1
Last year 's net sales rose to EUR 68.3 million from EUR 62.2 million .	1
Last year the company raised its turnover to approximately 7 million litas EUR 2 mln , from 6.1 million litas in 2004 .	1
Marimekko Group 's full-year net sales are estimated to increase by about 10 % .	1
Net sales surged by 30 % to EUR 36 million .	1
Nevertheless , its market share rose to 49.14 percent from 48.51 percent a year earlier .	1
October-December sales were 302 mln eur , or a 25.3 pct increase year on year .	1
Olvi , which controls a 94 percent stake in Ragutis through A. Le Coq , said in its annual report published earlier this year that the Lithuanian brewery 's sales reached 15.04 million euros last year , a rise of 20.4 percent from 12.49 million euros in 2004 .	1
Olvi expects sales and market share to increase in the first quarter of 2010 .	1
Operating profit increased to EUR 14.0 mn from EUR 4.9 mn in the corresponding period in 2005 .	1
Operating profit of the Asian plants grew markedly .	1
Operating profit totaled EUR 825mn , up from EUR 763mn in 2004 .	1
Operating profit totalled EUR 83.0 mn , up from EUR 23.5 mn year-on-year .	1
Production capacity will increase from 36 000 to 85 000 tonnes per year and the raw material will continue to be recycled paper and board .	1
Profit for the period increased from EUR 2.9 mn to EUR 10.5 mn .	1
Profit per share was EUR 1.03 , up from EUR 0.87 .	1
Return on capital employed rose by 4.8 percentage points to 19.6 % .	1
Revenue from July to September grew 21 percent to EURO 2.3 billion , the Finnish company said Thursday .	1
Revenue grew 1 percent to euro742 .2 million US$ 964 million from euro735 million .	1
Ruukki 's order book at the end of 2010 was 30 % up year-on-year and 10 % up quarter-on-quarter .	1
Sales in Finland rose by 3.9 % and international growth was 0.7 % .	1
Sales of security and system packaging increased slightly .	1
Stora Enso 's third-quarter pre-tax profit doubled to EUR 197mn .	1
The company 's market share is continued to increase further .	1
The company 's scheduled traffic , measured in revenue passenger kilometres RPK , grew by just over 2 % and nearly 3 % more passengers were carried on scheduled flights than in February 2009 .	1
The disposal of Autotank will also strengthen Aspo 's capital structure , '' commented Gustav Nyberg , CEO of Aspo .	1
The earnings per share for the quarter came in at 0.25 eur , up from the 0.20 eur of the same quarter a year earlier .	1
The economic occupancy rate of Sponda 's property portfolio rose to 91.2 % from 88.8 % in 2006 .	1
The group 's 12-month operating profit grew 31 percent to 337.8 million euros .	1
